date,stock,action,amount,price,value
2024-12-18,SZ002916,SELL,1846.011378334797,7.808920860290527,14415.356760612265
2024-12-18,SZ300142,BUY,2114.8784855521208,5.193604469299316,10983.842354588463
2024-12-19,SZ300142,SELL,2114.8784855521208,5.193604469299316,10983.842354588463
2024-12-19,SZ002049,BUY,223.72769255762194,49.536556243896484,11082.69942569782
2024-12-19,SH600026,SELL,5543.544369624788,2.1216189861297607,11761.288985048686
2024-12-19,SZ002371,BUY,877.9774239590104,13.10366439819336,11504.721512749202
2024-12-20,SZ002709,BUY,1487.726493437144,5.90172815322876,8780.157330622294
2024-12-20,SH600438,SELL,644.4877011436702,16.32761573791504,10522.947532086073
2024-12-20,SH600745,BUY,643.177929099093,12.65445613861084,8139.066893107025
2024-12-23,SZ300782,SELL,943.4855315935017,12.206415176391602,11516.576111548817
2024-12-23,SH600132,BUY,646.9142671379299,14.817367553710938,9585.566471922251
2024-12-24,SZ300628,BUY,23591.087213035382,0.5006610751152039,11811.139087214833
2024-12-24,SH600745,SELL,643.177929099093,12.952412605285645,8330.705916304609
2024-12-24,SZ002371,SELL,877.9774239590104,14.867105484008789,13052.982974576913
2024-12-25,SZ002709,SELL,1487.726493437144,5.781284809112549,8600.97057662244
2024-12-25,SZ002920,BUY,6432.790807930014,1.6798428297042847,10806.077513688866
2024-12-25,SH600926,BUY,12142.00146319506,0.9058136343955994,10998.390474213402
2024-12-25,SH600132,SELL,646.9142671379299,14.538277626037598,9405.019215895876
2024-12-26,SH600026,BUY,5618.027466047257,1.9618316888809204,11021.624311894888
2024-12-26,SH600584,SELL,1628.667325019107,8.034704208374023,13085.860210372282
2024-12-26,SZ300223,BUY,1571.6462533934728,6.6520586013793945,10454.68297821175
2024-12-26,SH601689,SELL,4929.804342531323,2.075960874557495,10234.080934318661
2024-12-27,SZ000708,SELL,3059.054699895423,3.8694159984588623,11836.755195936123
2024-12-27,SZ002049,SELL,223.72769255762194,50.80672836303711,11366.872103064177
2024-12-27,SZ002603,BUY,6608.349216238513,1.767006754875183,11676.997703667574
2024-12-27,SH601865,BUY,12442.089341053123,0.8815816640853882,10968.717825984682
2024-12-30,SZ002920,SELL,6432.790807930014,1.667046070098877,10723.75863612791
2024-12-30,SH600926,SELL,12142.00146319506,0.8894742727279663,10799.997920937329
2024-12-30,SH600570,BUY,68.85768619491937,165.50137329101562,11396.041626900964
2024-12-31,SZ300782,BUY,959.7077505352332,10.901022911071777,10461.796176517735
2024-12-31,SZ000408,BUY,7822.763872422225,1.411571741104126,11042.392419641496
2024-12-31,SZ300223,SELL,1571.6462533934728,6.477287769317627,10180.005054799412
2024-12-31,SH600570,SELL,68.85768619491937,165.50137329101562,11396.041626900964
2025-01-02,SH600809,BUY,209.99259070914746,54.071533203125,11354.621340939906
2025-01-02,SZ300014,BUY,2999.2289151055115,3.7399635314941406,11217.006765097349
2025-01-02,SZ000408,SELL,7822.763872422225,1.411571741104126,11042.392419641496
2025-01-02,SZ300502,BUY,4293.102272402513,2.6258115768432617,11272.877647446634
2025-01-02,SZ002603,SELL,6608.349216238513,1.7008589506149292,11239.869913228427
2025-01-03,SH600600,BUY,1050.9339461406007,10.75866413116455,11306.6453505661
2025-01-03,SH600026,SELL,5618.027466047257,1.935200572013855,10872.0099658842
2025-01-03,SH601865,SELL,12442.089341053123,0.8709361553192139,10836.265454834978
2025-01-06,SH603659,BUY,2927.4557839150025,3.743945837020874,10960.235895251253
2025-01-06,SZ300782,SELL,959.7077505352332,10.798505783081055,10363.409694222426
2025-01-06,SH601888,BUY,808.6816311400453,13.658062934875488,11045.024612388504
2025-01-06,SZ300628,SELL,23591.087213035382,0.49916374683380127,11775.81548514172
2025-01-06,SZ300832,BUY,3099.4545034543626,3.610619306564331,11190.950269990084
2025-01-06,SH601689,BUY,4728.031458518639,2.307255268096924,10908.775490395112
2025-01-07,SH600809,SELL,209.99259070914746,57.26371383666992,12024.955622189571
2025-01-07,SZ002714,BUY,725.8505027772096,16.3701171875,11882.257791068716
2025-01-07,SZ300502,SELL,4293.102272402513,2.7790675163269043,11930.821069503041
2025-01-07,SH603259,BUY,3322.970706439469,3.5272929668426514,11721.091201848096
2025-01-08,SH603659,SELL,2927.4557839150025,3.871156692504883,11332.64004991469
2025-01-08,SH601888,SELL,808.6816311400453,13.349292755126953,10795.327839782054
2025-01-08,SZ002920,BUY,6346.120368263427,1.870935320854187,11873.180747376226
2025-01-08,SZ000661,BUY,266.8647036332486,42.393333435058594,11313.2843631724
2025-01-09,SZ300014,SELL,2999.2289151055115,4.062070369720459,12183.078908058937
2025-01-09,SZ002714,SELL,725.8505027772096,16.18845558166504,11750.398623138093
2025-01-09,SZ002938,BUY,5361.228248528048,2.2040953636169434,11816.658325872857
2025-01-10,SH600600,SELL,1050.9339461406007,11.440323829650879,12023.024667421347
2025-01-10,SZ000661,SELL,266.8647036332486,42.6655158996582,11385.920255921943
2025-01-13,SZ002714,BUY,712.71657000635,15.981352806091309,11390.174956018755
2025-01-13,SZ002241,BUY,550.1028252123863,20.15657615661621,11088.1894903632
2025-01-13,SH601689,SELL,4728.031458518639,2.401099920272827,11352.475958096522
2025-01-13,SH603259,SELL,3322.970706439469,3.7088711261749268,12324.470106238445
2025-01-13,SZ001979,BUY,2354.51256183838,4.8962721824646,11528.33435979272
2025-01-13,SH600415,BUY,68.78444562341669,170.09246826171875,11699.716134100921
2025-01-14,SH603392,BUY,1018.1536460239533,11.507936477661133,11716.847482942734
2025-01-14,SZ000408,BUY,7170.364704309629,1.7744656801223755,12723.566081758261
2025-01-14,SZ000661,BUY,271.7995355656953,42.975215911865234,11680.64372568045
2025-01-14,SZ001979,SELL,2354.51256183838,4.8962721824646,11528.33435979272
2025-01-14,SH600415,SELL,68.78444562341669,170.09246826171875,11699.716134100921
2025-01-15,SZ002938,SELL,5361.228248528048,2.158681869506836,11573.186218385386
2025-01-15,SZ000408,SELL,7170.364704309629,1.7744656801223755,12723.566081758261
2025-01-15,SZ300759,BUY,1691.1751491329098,7.1548004150390625,12100.020658919892
2025-01-15,SH601689,BUY,4868.94686865513,2.450392246246338,11930.829654337917
2025-01-16,SH603392,SELL,1018.1536460239533,10.560317039489746,10752.025296925365
2025-01-16,SZ000408,BUY,7171.57204510712,1.6687407493591309,11967.49450863505
2025-01-16,SZ000661,SELL,271.7995355656953,45.64196014404297,12405.463569458854
2025-01-16,SH601100,BUY,1615.404895533723,7.306351184844971,11802.715472487183
2025-01-17,SZ000408,SELL,7171.57204510712,1.6687407493591309,11967.49450863505
2025-01-17,SZ000983,BUY,3860.1150970381923,3.127213954925537,12071.40579907658
2025-01-20,SZ300832,SELL,3099.4545034543626,3.5482301712036133,10997.577983429683
2025-01-20,SZ300413,BUY,1484.426528071643,7.9299635887146,11771.448317730159
