模型,IC,ICIR,Rank IC,Rank ICIR,信息比率,最大回撤,超额年化收益
XGBOOST,0.06779243919944565,0.3878763780106159,0.009877439776010898,0.06827516045256858,0.18658701330513894,-0.08633551763249883,0.04526388470994701
LIGHTGBM,0.03512535568137238,0.2135433910399796,0.015339202268016093,0.07654868426607966,0.5741995060356639,-0.10130549910915478,0.09439852882743184
