total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,profit_loss_ratio,trading_days,strategy,test_period
-2.552480020009007,-17.917670005057417,9.11017041451819,-2.451368315793261,-2.7615453130612213,-3.737571161848173,-4.793934143102013,48.484848484848484,0.7365910355044775,33,factor_model,2025-10-01 ~ 2025-11-25
-14.369358380092734,-69.41333978307597,25.097399570123542,-4.70357825871563,-4.964913988075161,-15.439197455346243,-4.495916318437893,36.36363636363637,0.68626828658052,33,buy_hold,2025-10-01 ~ 2025-11-25
