date,model_account,model_return,model_cost,model_turnover,benchmark_return,buyhold_account
2024-11-15,100000.0,0.0,0.0,0.0,-0.46550035,100073.805
2024-11-18,100071.00517080567,0.12100517080567079,0.05,95.0,0.32986403,100404.01
2024-11-19,99386.15131170976,-0.6643821134414555,0.019985809042152726,40.65835560953341,-0.6230235,99778.29
2024-11-20,100077.36570999809,0.7156071433511001,0.020123528012743946,38.10950159562022,-0.4223764,99356.72
2024-11-21,102281.2317628744,2.217150738465772,0.01498840411473925,23.174465180467642,1.930058,101274.94
2024-11-22,102481.3597895766,0.21098174446568746,0.015317277727386504,37.320835312144,-0.74077845,100524.49
2024-11-25,102099.81800422654,-0.35189179187945824,0.020411801801840216,58.744802910429684,0.13219118,100657.42
2024-11-26,101825.8089172614,-0.2487850536174626,0.019588673506912693,31.869766711246267,0.97596645,101640.1
2024-11-27,103308.97266630734,1.4762109577418983,0.01964138582611311,48.08535885486762,0.3638506,102010.03
2024-11-28,103084.98874225676,-0.19745034606960993,0.019359402657696447,35.567131710717184,-1.1784256,100807.56
2024-11-29,103926.07982883377,0.8353215119710569,0.01940146692939548,41.27784633570921,0.82273483,101637.19
2024-12-02,104547.52470721169,0.6172126182709693,0.019244447623676362,36.628858754498275,-0.2508223,101382.18
2024-12-03,102972.43521004202,-1.4874474565751232,0.019130055977901503,37.00956697699256,-0.85592866,100514.164
2024-12-04,104361.60441487494,1.3684916763971888,0.019422673610859278,40.01272338398463,0.67949295,101197.35
2024-12-05,107702.09591047763,3.2200458343314926,0.019164136189869986,37.70949947062547,0.69007874,101895.9
2024-12-06,107421.2861720016,-0.24215846151482429,0.018569740756599642,41.32593320573627,0.46451092,102369.36
2024-12-09,111532.27800003403,3.836289784721023,0.009309141936718321,14.600487068546878,1.177907,103575.53
2024-12-10,114858.68812857431,2.995913101083856,0.01344902145726408,31.492052679209436,0.6049633,104202.31
2024-12-11,115339.42718231003,0.43596097247356635,0.017412701055414925,41.6459526079266,-0.28859377,103901.5
2024-12-12,117162.04418054402,1.59756038611279,0.017340124265041838,43.832733447861955,0.98679066,104927.08
2024-12-13,117530.48768038413,0.3272762117817221,0.012802781058416276,30.34270420941129,-0.08679628,104835.984
2024-12-16,118290.58921309093,0.6637439766507501,0.017016861237220925,39.78363056994488,0.001513958,104837.57
2024-12-17,117697.62355511791,-0.4885981732087439,0.012680636811250227,28.366296875538332,0.20225048,105049.67
2024-12-18,116836.32053905839,-0.7148003423072851,0.01699269653531618,35.831717301140266,-1.0843515,103910.24
2024-12-19,119235.95322404607,2.0709593333853706,0.01711796460871429,38.54641306657038,-0.31591058,103581.88
2024-12-20,116708.66003163975,-2.106993003767648,0.01258009819556253,23.755773944910157,0.25787354,103849.07
2024-12-23,120328.14627572062,3.1098688332955837,0.008568344454720838,18.09282478065486,0.8498788,104731.914
2024-12-24,118151.38084261562,-1.7965584113225828,0.01246591131357489,27.670564476765747,-0.5315602,104175.05
2024-12-25,115591.94816021186,-2.1493042775237856,0.01692743652877078,33.72793748153207,-0.54457784,103607.57
2024-12-26,113984.15760145479,-1.3736169205802933,0.017302243208393506,39.47722927692907,-2.2926629,101231.516
2024-12-27,113113.50708938664,-0.7462883702158423,0.017546298030231472,40.20324020041237,0.13754368,101370.8
2024-12-30,114545.701066042,1.2794174753256844,0.013261015758397821,29.28574011351495,1.1346698,102521.36
2024-12-31,112585.45700646417,-1.6938602160714633,0.01746027988293413,37.881083998925476,-0.70130825,101802.16
2025-01-02,114323.94273658292,1.5663530415100526,0.022205354638800825,49.88616341719703,0.2865553,102093.97
2025-01-03,114793.1039793034,0.42349942726874956,0.01312061116940476,28.40716078403254,0.26940107,102369.09
2025-01-06,116899.25666762667,1.8608719637970677,0.0261339740455218,57.539618130805394,2.6976824,105131.5
2025-01-07,116096.6123376581,-0.6695032562900107,0.017108748652581184,40.56177515833909,0.30795336,105455.35
2025-01-08,117166.78028347033,0.9390178781802592,0.01722703151908648,38.998555626833266,0.002014637,105457.47
2025-01-09,117925.71205293169,0.6605385652733016,0.012802263545784377,30.432940478484,-0.036644936,105418.81
2025-01-10,117482.58097299309,-0.3672914688394536,0.008479914876843346,19.893190672501674,0.4786253,105923.516
2025-01-13,117479.64938519696,0.02304036222194342,0.02553570048558637,59.50113765627779,0.5173445,106471.664
2025-01-14,117604.28169207933,0.1273687039971911,0.021280281419660187,48.86598229805087,0.6235719,107135.78
2025-01-15,118326.39316307388,0.6310241942870822,0.01700618354386582,40.972290904287256,-0.18087626,106941.945
2025-01-16,117839.2888247846,-0.3947592128879759,0.01690239976506053,39.990333573402395,-1.0849833,105781.32
2025-01-17,119404.31959050123,1.3365922193051778,0.008486134038766148,20.038845441199506,0.18018484,105971.98
2025-01-20,119024.11733635016,-0.3016660162600361,0.016749812794537317,40.40820243173022,-1.2013257,104698.55
2025-01-21,120012.64252966297,0.8515292665004157,0.021004146520450573,50.74784374812741,1.5064597,106276.24
2025-01-22,120124.41552749448,0.1097992636891851,0.016664910944742085,39.36700879219707,0.07522106,106356.21
2025-01-23,118227.00072709596,-1.567054284620152,0.012487053472128444,29.93865043280484,0.6668091,107065.6
2025-01-24,121192.11352436831,2.529128522996572,0.021145761836340277,51.9113189977353,1.3433576,108504.27
2025-01-27,121812.03794523151,0.5280248047943567,0.01650272399612749,41.704412167064895,0.08149147,108592.72
2025-02-05,125114.11695319446,2.7272173292565776,0.016418738523192835,41.437328528219865,0.48122406,109115.44
2025-02-06,125148.54160072417,0.043500005319201326,0.015985406353051314,41.445597405584614,0.41729212,109570.88
2025-02-07,123412.30877661357,-1.3713566312151653,0.01598100924244751,41.02727819173535,-0.70717335,108795.82
2025-02-10,127410.03159708729,3.2514769881965964,0.012154379209574009,25.036982068278036,1.3197899,110232.09
2025-02-11,127149.54884173085,-0.19267145002580088,0.011773013327109883,29.647131329762267,2.012992,112451.664
2025-02-12,129475.30860803359,1.8409501155339503,0.011797131910134593,20.048518585550912,2.0730853,114783.5
2025-02-13,132173.2469480886,2.087609111817405,0.003861740167877664,3.5027161720115823,1.9317985,117001.47
2025-02-14,137765.93623898522,4.231332300622951,0.0,0.0,5.6677103,123634.48
2025-02-17,142232.27225660282,3.245603477670339,0.0036293441880483456,8.806497334773661,0.6004214,124376.98
2025-02-18,147773.4886714755,3.9029232443517894,0.007030753176718494,16.31084755380688,1.6148925,126386.02
2025-02-19,147388.60054838785,-0.2486067809709127,0.011851388182359495,39.50462727327208,1.398623,128154.1
2025-02-20,146360.43573880405,-0.6832875933745595,0.014300147982856398,47.056862956039176,-1.8104553,125833.38
2025-02-21,151036.25590086693,3.2085330585398633,0.01380345934176651,42.72035116332118,2.1003008,128476.89
2025-02-24,150192.6709399549,-0.5485772119762612,0.009954218692758752,33.07222238034987,-0.95344186,127251.65
2025-02-25,148939.80295140855,-0.8205274106873212,0.01364644127595493,38.74721494253719,-1.29444,125604.07
2025-02-26,144742.15422509948,-2.810667898210732,0.0076846463260331465,23.20524521941613,-4.810232,119560.78
2025-02-27,144906.9676434459,0.12819229997262427,0.014325390067363193,41.77788625038348,0.62993765,120314.13
2025-02-28,146988.7174473973,1.450943711149862,0.014332457870665151,44.946188317536645,2.9837012,123904.836
2025-03-03,146354.96783652273,-0.4169758945931855,0.01417938173022913,45.476722507972255,0.22947788,124189.234
2025-03-04,147854.12024184724,1.0379916908740596,0.013665405620081058,40.05437259333867,0.49903393,124809.13
2025-03-05,148746.96774359897,0.6176366334405038,0.013766074885023726,34.11107672669372,-0.042635202,124755.914
2025-03-06,141798.8272209719,-4.66102981983337,0.010084239179823883,24.467705252546658,-4.389453,119278.49
2025-03-07,142923.2634980562,0.8141366890752214,0.021156733513211335,55.76868146887512,0.5073786,119883.836
2025-03-10,143823.42858163166,0.6403191902960481,0.01049514238121494,27.78537020374831,0.879097,120938.0
2025-03-11,146343.46562952356,1.766080167147612,0.013905940219363045,37.60609537823919,2.4243355,123870.68
2025-03-12,146281.77632435216,-0.0250706821883531,0.01708309960575135,48.48487722626033,-0.4885614,123265.34
2025-03-13,148127.912994136,1.2757137058863839,0.013672243052103622,38.633040755293045,0.83545446,124295.42
2025-03-14,150017.66059746235,1.2892557281907893,0.013501844180300947,37.80944083911574,1.6242623,126314.79
2025-03-17,150406.42716620056,0.27247896488336854,0.013331763687253709,37.20053666107556,0.09410381,126433.69
2025-03-18,149741.9465231102,-0.4284927547532248,0.013297304095854763,36.5705805749044,0.027430058,126468.375
2025-03-19,148574.88029174902,-0.7656396301029261,0.013745344154147108,42.21744239858576,-0.30038953,126088.38
2025-03-20,144755.7142422717,-2.557071587079251,0.01346122572047644,40.38160436663999,-1.151222,124636.484
2025-03-21,145454.63354479888,0.49664312479157535,0.013816380309883188,38.0235208557063,0.35982132,125085.06
2025-03-24,145456.17312787962,0.014808454399704789,0.013749991672723274,37.58005503188791,-0.9119868,123944.03
2025-03-25,143588.4948766472,-1.2737020446726743,0.010312384601795182,29.462279889924964,-0.72921515,123039.99
2025-03-26,143067.14375627515,-0.34567610782357044,0.017410865697475825,48.118601570561914,-0.2566874,122724.086
2025-03-27,146461.32444771758,2.386418433891934,0.013979450120337479,39.85358685330581,1.4867187,124549.09
2025-03-28,151678.1215383264,3.57587571861972,0.013981744029127753,43.151610372050285,2.3508787,127477.805
2025-03-31,152446.48330181203,0.5197597092382337,0.01318581730651665,39.61712020948233,-0.051301718,127412.39
2025-04-01,149216.19966746727,-2.1058430242625334,0.013119358063776518,38.5049140144553,-1.4976859,125503.7
2025-04-02,148532.0914479397,-0.4450644239751221,0.01340337044139349,39.68065847167165,-1.297909,123874.38
2025-04-03,150628.10815922136,1.4246192123560935,0.013465103604906806,35.672702841921485,0.8482218,124925.375
2025-04-07,151292.68412618682,0.4544808902743668,0.013277734311619325,38.833309098157685,0.78430176,125905.41
2025-04-08,151305.3487978292,0.021590384116089472,0.013219409858125622,40.22319992467559,0.1282692,126066.94
2025-04-09,148063.687504594,-2.1291380419275967,0.013325075861209698,41.46188903274952,-1.1722088,124588.82
2025-04-10,148824.84262094187,0.5275804820973549,0.013507700866479807,37.487266012937475,0.53589344,125256.64
2025-04-11,152530.31903760755,2.5032624601219986,0.013438616596383823,39.796332751488684,2.3866415,128246.79
2025-04-14,150328.7935711153,-1.430224154946127,0.013112147228295538,40.313914774066504,-0.57904124,127504.01
2025-04-15,152987.64002084488,1.7819915839757676,0.013304171160356381,40.44516223395346,0.53777695,128189.85
2025-04-16,154556.52954559386,1.0385737857858948,0.01307295151247183,38.85960453900388,0.03654957,128236.72
2025-04-17,153943.50375040673,-0.38369507708970024,0.012940249149486785,38.881614783558135,-0.5530715,127527.31
2025-04-18,153244.7173205071,-0.4409321688560274,0.012991779135043338,38.767409354666526,-0.9732008,126285.93
2025-04-21,147759.20769528416,-3.566524002123988,0.01305102084411207,39.35562902626496,-2.114153,123615.414
2025-04-22,148778.75227567402,0.703539628158848,0.01353553549180158,39.12598395355334,0.5358219,124277.94
2025-04-23,144058.12706069768,-3.1628341702027676,0.010082084820960395,22.734854523914905,-2.3389578,121370.43
2025-04-24,143911.1594219479,-0.09117382264148126,0.010845856323143345,32.526256759694455,-0.056934357,121301.31
2025-04-25,146725.80798827877,1.9662467995510573,0.010423097180406947,26.805792272653093,0.98866224,122500.87
2025-04-28,146643.5248541109,-0.04926409004586484,0.006815433588069832,17.755658954602264,0.51368475,123130.3
2025-04-29,147210.70612292812,0.4038236733646138,0.017048144488391943,47.10881535743494,0.80477,124121.445
2025-04-30,147250.2968756713,0.040479904154133585,0.01358596838962176,38.905073122080154,-0.66375136,123297.39
2025-05-06,147613.91090707967,0.25764487722291535,0.010708851202286835,28.60775348832877,-0.52927136,122644.66
2025-05-07,150165.65861143512,1.7396634179909702,0.010999981953608346,34.77197724106324,2.2531033,125408.65
2025-05-08,149678.21131633,-0.3112877467641711,0.01331862436787328,32.88790129002116,-0.9638846,124199.56
2025-05-09,145493.88722100423,-2.7821845669473513,0.01336199826555382,37.864967493604986,-1.1866331,122725.414
2025-05-12,147099.14972926246,1.117065836442641,0.013746281979269779,39.34076618218243,0.35743713,123164.19
2025-05-13,144275.1464110419,-1.9061995418609485,0.013596271655417597,39.085137503828456,-1.918602,120800.58
2025-05-14,143880.77813333037,-0.2629477683084142,0.010396801093699667,30.628269198422707,0.15230179,120984.61
